country_name,indicator_code,country_code,educational_index_id,country_id
Austria,BAR.TER.SCHL.7074,AUT,824c656c-4f62-4a5c-ba50-dc0034c0bfbd,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.SCHL.75UP.FE,AUT,d7ef63d1-6f3c-4600-bce5-23dc00e23f14,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.TER.SCHL.75UP,AUT,28063401-2e05-4ed8-89f4-73db954adf6b,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.15UP.FE,AUT,ca7c2aab-e578-450b-a9b2-4071138032d7,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.15UP,AUT,60cef272-b341-4b6b-b301-ec1a49518e52,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.1519.FE,AUT,02110c13-bada-484d-b3a5-4171305b409f,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.1519,AUT,c7a8183f-b135-426a-9861-a6b862ef4100,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.2024.FE,AUT,ec471964-cad6-4054-8bfa-c629a4839214,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.2024,AUT,0ebb366f-7d68-48e7-9547-6e3f2aaaad74,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.25UP.FE,AUT,41c94d05-a460-406f-b6dd-bfbb4f2ce81d,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.25UP,AUT,7af95e7e-0354-4d0d-8fff-a5d3cdb9b287,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.2529.FE,AUT,7b46e9c6-c2e7-4374-a76e-96d362f9ecd0,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.2529,AUT,5074e79d-620c-4bb0-be05-63bdbc5df07a,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.3034.FE,AUT,66788ff4-cd17-4e7a-9f1e-36ccfdb01089,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.3034,AUT,b2e842c2-1650-494e-a422-bcf703fafebe,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.3539.FE,AUT,8952e38f-ef53-43a6-8fb4-a32b71a78523,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.3539,AUT,573e4eb3-94cb-40b6-af3f-88bae5d0d117,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.4044.FE,AUT,08e37d2b-5edf-426d-9c69-085ffc9b10ba,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
Austria,BAR.SCHL.4044,AUT,9a57fa20-72f4-41a2-a76d-7fae004380a3,2d78d8c8-0c38-35d3-872d-3fafcdd273b2
